,,,EV_01,AEL_01,PEMEL_01
period1,sc01,t2119, 10 ,,
period1,sc01,t2120, 10 ,,
period1,sc01,t2121, 10 ,,
period1,sc01,t2122, 10 ,,
period1,sc01,t2123, 10 ,,
period1,sc01,t2124, 10 ,,
period1,sc01,t2125, 10 ,,
period1,sc01,t2126, 10 ,,
period1,sc01,t2127, 10 ,,
period1,sc01,t2128, 10 ,,
period1,sc01,t2129, 10 ,,
period1,sc01,t2130, 10 ,,
period1,sc01,t2131, 10 ,,
period1,sc01,t2132, 10 ,,
period1,sc01,t2133, 10 ,,
period1,sc01,t2134, 10 ,,
period1,sc01,t2135, 10 ,,
period1,sc01,t2136, 10 ,,
period1,sc01,t2137, 10 ,,
period1,sc01,t2138, 10 ,,
period1,sc01,t2139, 10 ,,
period1,sc01,t2140, 10 ,,
period1,sc01,t2141, 10 ,,
period1,sc01,t2142, 10 ,,
period1,sc01,t2143, 10 ,,
period1,sc01,t2144, 35 ,,
period1,sc01,t2145, 10 ,,
period1,sc01,t2146, 10 ,,
period1,sc01,t2147, 10 ,,
period1,sc01,t2148, 10 ,,
period1,sc01,t2149, 10 ,,
period1,sc01,t2150, 10 ,,
period1,sc01,t2151, 10 ,,
period1,sc01,t2152, 10 ,,
period1,sc01,t2153, 10 ,,
period1,sc01,t2154, 10 ,,
period1,sc01,t2155, 25 ,,
period1,sc01,t2156, 10 ,,
period1,sc01,t2157, 10 ,,
period1,sc01,t2158, 10 ,,
period1,sc01,t2159, 10 ,,
period1,sc01,t2160, 10 ,,
period1,sc01,t2161, 10 ,,
period1,sc01,t2162, 10 ,,
period1,sc01,t2163, 10 ,,
period1,sc01,t2164, 10 ,,
period1,sc01,t2165, 10 ,,
period1,sc01,t2166, 10 ,,
period1,sc01,t2167, 30 ,,
period1,sc01,t2168, 10 ,,
period1,sc01,t2169, 10 ,,
period1,sc01,t2170, 10 ,,
period1,sc01,t2171, 10 ,,
period1,sc01,t2172, 10 ,,
period1,sc01,t2173, 10 ,,
period1,sc01,t2174, 10 ,,
period1,sc01,t2175, 10 ,,
period1,sc01,t2176, 10 ,,
period1,sc01,t2177, 10 ,,
period1,sc01,t2178, 25 ,,
period1,sc01,t2179, 10 ,,
period1,sc01,t2180, 10 ,,
period1,sc01,t2181, 10 ,,
period1,sc01,t2182, 10 ,,
period1,sc01,t2183, 10 ,,
period1,sc01,t2184, 10 ,,
period1,sc01,t2185, 10 ,,
period1,sc01,t2186, 10 ,,
period1,sc01,t2187, 10 ,,
period1,sc01,t2188, 10 ,,
period1,sc01,t2189, 10 ,,
period1,sc01,t2190, 10 ,,
period1,sc01,t2191, 10 ,,
period1,sc01,t2192, 10 ,,
period1,sc01,t2193, 30 ,,
period1,sc01,t2194, 10 ,,
period1,sc01,t2195, 10 ,,
period1,sc01,t2196, 10 ,,
period1,sc01,t2197, 10 ,,
period1,sc01,t2198, 10 ,,
period1,sc01,t2199, 10 ,,
period1,sc01,t2200, 10 ,,
period1,sc01,t2201, 10 ,,
period1,sc01,t2202, 25 ,,
period1,sc01,t2203, 10 ,,
period1,sc01,t2204, 10 ,,
period1,sc01,t2205, 10 ,,
period1,sc01,t2206, 10 ,,
period1,sc01,t2207, 10 ,,
period1,sc01,t2208, 10 ,,
period1,sc01,t2209, 10 ,,
period1,sc01,t2210, 10 ,,
period1,sc01,t2211, 10 ,,
period1,sc01,t2212, 10 ,,
period1,sc01,t2213, 10 ,,
period1,sc01,t2214, 10 ,,
period1,sc01,t2215, 30 ,,
period1,sc01,t2216, 10 ,,
period1,sc01,t2217, 10 ,,
period1,sc01,t2218, 10 ,,
period1,sc01,t2219, 10 ,,
period1,sc01,t2220, 10 ,,
period1,sc01,t2221, 10 ,,
period1,sc01,t2222, 10 ,,
period1,sc01,t2223, 10 ,,
period1,sc01,t2224, 10 ,,
period1,sc01,t2225, 10 ,,
period1,sc01,t2226, 10 ,,
period1,sc01,t2227, 25 ,,
period1,sc01,t2228, 10 ,,
period1,sc01,t2229, 10 ,,
period1,sc01,t2230, 10 ,,
period1,sc01,t2231, 10 ,,
period1,sc01,t2232, 10 ,,
period1,sc01,t2233, 10 ,,
period1,sc01,t2234, 10 ,,
period1,sc01,t2235, 10 ,,
period1,sc01,t2236, 10 ,,
period1,sc01,t2237, 10 ,,
period1,sc01,t2238, 10 ,,
period1,sc01,t2239, 35 ,,
period1,sc01,t2240, 10 ,,
period1,sc01,t2241, 10 ,,
period1,sc01,t2242, 10 ,,
period1,sc01,t2243, 10 ,,
period1,sc01,t2244, 10 ,,
period1,sc01,t2245, 10 ,,
period1,sc01,t2246, 10 ,,
period1,sc01,t2247, 10 ,,
period1,sc01,t2248, 10 ,,
period1,sc01,t2249, 25 ,,
period1,sc01,t2250, 10 ,,
period1,sc01,t2251, 10 ,,
period1,sc01,t2252, 10 ,,
period1,sc01,t2253, 10 ,,
period1,sc01,t2254, 10 ,,
period1,sc01,t2255, 10 ,,
period1,sc01,t2256, 10 ,,
period1,sc01,t2257, 10 ,,
period1,sc01,t2258, 10 ,,
period1,sc01,t2259, 10 ,,
period1,sc01,t2260, 10 ,,
period1,sc01,t2261, 10 ,,
period1,sc01,t2262, 10 ,,
period1,sc01,t2263, 10 ,,
period1,sc01,t2264, 10 ,,
period1,sc01,t2265, 10 ,,
period1,sc01,t2266, 10 ,,
period1,sc01,t2267, 10 ,,
period1,sc01,t2268, 10 ,,
period1,sc01,t2269, 10 ,,
period1,sc01,t2270, 10 ,,
period1,sc01,t2271, 10 ,,
period1,sc01,t2272, 10 ,,
period1,sc01,t2273, 10 ,,
period1,sc01,t2274, 10 ,,
period1,sc01,t2275, 10 ,,
period1,sc01,t2276, 10 ,,
period1,sc01,t2277, 10 ,,
period1,sc01,t2278, 10 ,,
period1,sc01,t2279, 10 ,,
period1,sc01,t2280, 10 ,,
period1,sc01,t2281, 10 ,,
period1,sc01,t2282, 10 ,,
period1,sc01,t2283, 10 ,,
period1,sc01,t2284, 10 ,,
period1,sc01,t2285, 10 ,,
period1,sc01,t2286, 10 ,,
period1,sc01,t2287, 10 ,,
period1,sc01,t2288, 10 ,,
period1,sc01,t2289, 10 ,,
period1,sc01,t2290, 10 ,,
period1,sc01,t2291, 10 ,,
period1,sc01,t2292, 10 ,,
period1,sc01,t2293, 10 ,,
period1,sc01,t2294, 10 ,,
period1,sc01,t2295, 10 ,,
period1,sc01,t2296, 10 ,,
period1,sc01,t2297, 10 ,,
period1,sc01,t2298, 10 ,,
period1,sc01,t2299, 10 ,,
period1,sc01,t2300, 10 ,,
period1,sc01,t2301, 10 ,,
period1,sc01,t2302, 10 ,,
period1,sc01,t2303, 10 ,,
period1,sc01,t2304, 10 ,,
period1,sc01,t2305, 10 ,,
period1,sc01,t2306, 10 ,,
period1,sc01,t2307, 10 ,,
period1,sc01,t2308, 10 ,,
period1,sc01,t2309, 10 ,,
period1,sc01,t2310, 10 ,,
period1,sc01,t2311, 10 ,,
period1,sc01,t2312, 40 ,,
period1,sc01,t2313, 10 ,,
period1,sc01,t2314, 10 ,,
period1,sc01,t2315, 10 ,,
period1,sc01,t2316, 10 ,,
period1,sc01,t2317, 10 ,,
period1,sc01,t2318, 10 ,,
period1,sc01,t2319, 10 ,,
period1,sc01,t2320, 10 ,,
period1,sc01,t2321, 10 ,,
period1,sc01,t2322, 10 ,,
period1,sc01,t2323, 25 ,,
period1,sc01,t2324, 10 ,,
period1,sc01,t2325, 10 ,,
period1,sc01,t2326, 10 ,,
period1,sc01,t2327, 10 ,,
period1,sc01,t2328, 10 ,,
period1,sc01,t2329, 10 ,,
period1,sc01,t2330, 10 ,,
period1,sc01,t2331, 10 ,,
period1,sc01,t2332, 10 ,,
period1,sc01,t2333, 10 ,,
period1,sc01,t2334, 10 ,,
period1,sc01,t2335, 10 ,,
period1,sc01,t2336, 30 ,,
period1,sc01,t2337, 10 ,,
period1,sc01,t2338, 10 ,,
period1,sc01,t2339, 10 ,,
period1,sc01,t2340, 10 ,,
period1,sc01,t2341, 10 ,,
period1,sc01,t2342, 10 ,,
period1,sc01,t2343, 10 ,,
period1,sc01,t2344, 10 ,,
period1,sc01,t2345, 10 ,,
period1,sc01,t2346, 25 ,,
period1,sc01,t2347, 10 ,,
period1,sc01,t2348, 10 ,,
period1,sc01,t2349, 10 ,,
period1,sc01,t2350, 10 ,,
period1,sc01,t2351, 10 ,,
period1,sc01,t2352, 10 ,,
period1,sc01,t2353, 10 ,,
period1,sc01,t2354, 10 ,,
period1,sc01,t2355, 10 ,,
period1,sc01,t2356, 10 ,,
period1,sc01,t2357, 10 ,,
period1,sc01,t2358, 10 ,,
period1,sc01,t2359, 10 ,,
period1,sc01,t2360, 30 ,,
period1,sc01,t2361, 10 ,,
period1,sc01,t2362, 10 ,,
period1,sc01,t2363, 10 ,,
period1,sc01,t2364, 10 ,,
period1,sc01,t2365, 10 ,,
period1,sc01,t2366, 10 ,,
period1,sc01,t2367, 10 ,,
period1,sc01,t2368, 10 ,,
period1,sc01,t2369, 10 ,,
period1,sc01,t2370, 10 ,,
period1,sc01,t2371, 25 ,,
period1,sc01,t2372, 10 ,,
period1,sc01,t2373, 10 ,,
period1,sc01,t2374, 10 ,,
period1,sc01,t2375, 10 ,,
period1,sc01,t2376, 10 ,,
period1,sc01,t2377, 10 ,,
period1,sc01,t2378, 10 ,,
period1,sc01,t2379, 10 ,,
period1,sc01,t2380, 10 ,,
period1,sc01,t2381, 10 ,,
period1,sc01,t2382, 30 ,,
period1,sc01,t2383, 10 ,,
period1,sc01,t2384, 10 ,,
period1,sc01,t2385, 10 ,,
period1,sc01,t2386, 10 ,,
period1,sc01,t2387, 10 ,,
period1,sc01,t2388, 10 ,,
period1,sc01,t2389, 10 ,,
period1,sc01,t2390, 10 ,,
period1,sc01,t2391, 10 ,,
period1,sc01,t2392, 10 ,,
period1,sc01,t2393, 10 ,,
period1,sc01,t2394, 25 ,,
period1,sc01,t2395, 10 ,,
period1,sc01,t2396, 10 ,,
period1,sc01,t2397, 10 ,,
period1,sc01,t2398, 10 ,,
period1,sc01,t2399, 10 ,,
period1,sc01,t2400, 10 ,,
period1,sc01,t2401, 10 ,,
period1,sc01,t2402, 10 ,,
period1,sc01,t2403, 10 ,,
period1,sc01,t2404, 10 ,,
period1,sc01,t2405, 10 ,,
period1,sc01,t2406, 10 ,,
period1,sc01,t2407, 10 ,,
period1,sc01,t2408, 10 ,,
period1,sc01,t2409, 35 ,,
period1,sc01,t2410, 10 ,,
period1,sc01,t2411, 10 ,,
period1,sc01,t2412, 10 ,,
period1,sc01,t2413, 10 ,,
period1,sc01,t2414, 10 ,,
period1,sc01,t2415, 10 ,,
period1,sc01,t2416, 10 ,,
period1,sc01,t2417, 10 ,,
period1,sc01,t2418, 10 ,,
period1,sc01,t2419, 25 ,,
period1,sc01,t2420, 10 ,,
period1,sc01,t2421, 10 ,,
period1,sc01,t2422, 10 ,,
period1,sc01,t2423, 10 ,,
period1,sc01,t2424, 10 ,,
period1,sc01,t2425, 10 ,,
period1,sc01,t2426, 10 ,,
period1,sc01,t2427, 10 ,,
period1,sc01,t2428, 10 ,,
period1,sc01,t2429, 10 ,,
period1,sc01,t2430, 10 ,,
period1,sc01,t2431, 10 ,,
period1,sc01,t2432, 30 ,,
period1,sc01,t2433, 10 ,,
period1,sc01,t2434, 10 ,,
period1,sc01,t2435, 10 ,,
period1,sc01,t2436, 10 ,,
period1,sc01,t2437, 10 ,,
period1,sc01,t2438, 10 ,,
period1,sc01,t2439, 10 ,,
period1,sc01,t2440, 10 ,,
period1,sc01,t2441, 10 ,,
period1,sc01,t2442, 10 ,,
period1,sc01,t2443, 10 ,,
period1,sc01,t2444, 10 ,,
period1,sc01,t2445, 10 ,,
period1,sc01,t2446, 10 ,,
period1,sc01,t2447, 10 ,,
period1,sc01,t2448, 10 ,,
period1,sc01,t2449, 25 ,,
period1,sc01,t2450, 10 ,,
period1,sc01,t2451, 10 ,,
period1,sc01,t2452, 10 ,,
period1,sc01,t2453, 10 ,,
period1,sc01,t2454, 10 ,,
period1,sc01,t2455, 10 ,,
period1,sc01,t2456, 10 ,,
period1,sc01,t2457, 10 ,,
period1,sc01,t2458, 10 ,,
period1,sc01,t2459, 10 ,,
period1,sc01,t2460, 10 ,,
period1,sc01,t2461, 10 ,,
period1,sc01,t2462, 10 ,,
period1,sc01,t2463, 10 ,,
period1,sc01,t2464, 10 ,,
period1,sc01,t2465, 10 ,,
period1,sc01,t2466, 10 ,,
period1,sc01,t2467, 10 ,,
period1,sc01,t2468, 10 ,,
period1,sc01,t2469, 10 ,,
period1,sc01,t2470, 10 ,,
period1,sc01,t2471, 10 ,,
period1,sc01,t2472, 10 ,,
period1,sc01,t2473, 10 ,,
period1,sc01,t2474, 10 ,,
period1,sc01,t2475, 10 ,,
period1,sc01,t2476, 10 ,,
period1,sc01,t2477, 10 ,,
period1,sc01,t2478, 10 ,,
period1,sc01,t2479, 10 ,,
period1,sc01,t2480, 10 ,,
period1,sc01,t2481, 30 ,,
period1,sc01,t2482, 10 ,,
period1,sc01,t2483, 10 ,,
period1,sc01,t2484, 10 ,,
period1,sc01,t2485, 10 ,,
period1,sc01,t2486, 10 ,,
period1,sc01,t2487, 10 ,,
period1,sc01,t2488, 10 ,,
period1,sc01,t2489, 10 ,,
period1,sc01,t2490, 25 ,,
period1,sc01,t2491, 10 ,,
period1,sc01,t2492, 10 ,,
period1,sc01,t2493, 10 ,,
period1,sc01,t2494, 10 ,,
period1,sc01,t2495, 10 ,,
period1,sc01,t2496, 10 ,,
period1,sc01,t2497, 10 ,,
period1,sc01,t2498, 10 ,,
period1,sc01,t2499, 10 ,,
period1,sc01,t2500, 10 ,,
period1,sc01,t2501, 10 ,,
period1,sc01,t2502, 10 ,,
period1,sc01,t2503, 10 ,,
period1,sc01,t2504, 30 ,,
period1,sc01,t2505, 10 ,,
period1,sc01,t2506, 10 ,,
period1,sc01,t2507, 10 ,,
period1,sc01,t2508, 10 ,,
period1,sc01,t2509, 10 ,,
period1,sc01,t2510, 10 ,,
period1,sc01,t2511, 10 ,,
period1,sc01,t2512, 10 ,,
period1,sc01,t2513, 10 ,,
period1,sc01,t2514, 10 ,,
period1,sc01,t2515, 10 ,,
period1,sc01,t2516, 25 ,,
period1,sc01,t2517, 10 ,,
period1,sc01,t2518, 10 ,,
period1,sc01,t2519, 10 ,,
period1,sc01,t2520, 10 ,,
period1,sc01,t2521, 10 ,,
period1,sc01,t2522, 10 ,,
period1,sc01,t2523, 10 ,,
period1,sc01,t2524, 10 ,,
period1,sc01,t2525, 10 ,,
period1,sc01,t2526, 10 ,,
period1,sc01,t2527, 10 ,,
period1,sc01,t2528, 30 ,,
period1,sc01,t2529, 10 ,,
period1,sc01,t2530, 10 ,,
period1,sc01,t2531, 10 ,,
period1,sc01,t2532, 10 ,,
period1,sc01,t2533, 10 ,,
period1,sc01,t2534, 10 ,,
period1,sc01,t2535, 10 ,,
period1,sc01,t2536, 10 ,,
period1,sc01,t2537, 25 ,,
period1,sc01,t2538, 10 ,,
period1,sc01,t2539, 10 ,,
period1,sc01,t2540, 10 ,,
period1,sc01,t2541, 10 ,,
period1,sc01,t2542, 10 ,,
period1,sc01,t2543, 10 ,,
period1,sc01,t2544, 10 ,,
period1,sc01,t2545, 10 ,,
period1,sc01,t2546, 10 ,,
period1,sc01,t2547, 10 ,,
period1,sc01,t2548, 10 ,,
period1,sc01,t2549, 10 ,,
period1,sc01,t2550, 10 ,,
period1,sc01,t2551, 35 ,,
period1,sc01,t2552, 10 ,,
period1,sc01,t2553, 10 ,,
period1,sc01,t2554, 10 ,,
period1,sc01,t2555, 10 ,,
period1,sc01,t2556, 10 ,,
period1,sc01,t2557, 10 ,,
period1,sc01,t2558, 10 ,,
period1,sc01,t2559, 10 ,,
period1,sc01,t2560, 10 ,,
period1,sc01,t2561, 10 ,,
period1,sc01,t2562, 10 ,,
period1,sc01,t2563, 25 ,,
period1,sc01,t2564, 10 ,,
period1,sc01,t2565, 10 ,,
period1,sc01,t2566, 10 ,,
period1,sc01,t2567, 10 ,,
period1,sc01,t2568, 10 ,,
period1,sc01,t2569, 10 ,,
period1,sc01,t2570, 10 ,,
period1,sc01,t2571, 10 ,,
period1,sc01,t2572, 10 ,,
period1,sc01,t2573, 10 ,,
period1,sc01,t2574, 10 ,,
period1,sc01,t2575, 35 ,,
period1,sc01,t2576, 10 ,,
period1,sc01,t2577, 10 ,,
period1,sc01,t2578, 10 ,,
period1,sc01,t2579, 10 ,,
period1,sc01,t2580, 10 ,,
period1,sc01,t2581, 10 ,,
period1,sc01,t2582, 10 ,,
period1,sc01,t2583, 10 ,,
period1,sc01,t2584, 10 ,,
period1,sc01,t2585, 10 ,,
period1,sc01,t2586, 25 ,,
period1,sc01,t2587, 10 ,,
period1,sc01,t2588, 10 ,,
period1,sc01,t2589, 10 ,,
period1,sc01,t2590, 10 ,,
period1,sc01,t2591, 10 ,,
period1,sc01,t2592, 10 ,,
period1,sc01,t2593, 10 ,,
period1,sc01,t2594, 10 ,,
period1,sc01,t2595, 10 ,,
period1,sc01,t2596, 10 ,,
period1,sc01,t2597, 10 ,,
period1,sc01,t2598, 10 ,,
period1,sc01,t2599, 10 ,,
period1,sc01,t2600, 10 ,,
period1,sc01,t2601, 10 ,,
period1,sc01,t2602, 10 ,,
period1,sc01,t2603, 10 ,,
period1,sc01,t2604, 10 ,,
period1,sc01,t2605, 10 ,,
period1,sc01,t2606, 10 ,,
period1,sc01,t2607, 10 ,,
period1,sc01,t2608, 10 ,,
period1,sc01,t2609, 10 ,,
period1,sc01,t2610, 10 ,,
period1,sc01,t2611, 10 ,,
period1,sc01,t2612, 10 ,,
period1,sc01,t2613, 10 ,,
period1,sc01,t2614, 10 ,,
period1,sc01,t2615, 10 ,,
period1,sc01,t2616, 10 ,,
period1,sc01,t2617, 10 ,,
period1,sc01,t2618, 10 ,,
period1,sc01,t2619, 10 ,,
period1,sc01,t2620, 10 ,,
period1,sc01,t2621, 10 ,,
period1,sc01,t2622, 10 ,,
period1,sc01,t2623, 10 ,,
period1,sc01,t2624, 10 ,,
period1,sc01,t2625, 10 ,,
period1,sc01,t2626, 10 ,,
period1,sc01,t2627, 10 ,,
period1,sc01,t2628, 10 ,,
period1,sc01,t2629, 10 ,,
period1,sc01,t2630, 10 ,,
period1,sc01,t2631, 10 ,,
period1,sc01,t2632, 10 ,,
period1,sc01,t2633, 10 ,,
period1,sc01,t2634, 10 ,,
period1,sc01,t2635, 10 ,,
period1,sc01,t2636, 10 ,,
period1,sc01,t2637, 10 ,,
period1,sc01,t2638, 10 ,,
period1,sc01,t2639, 10 ,,
period1,sc01,t2640, 10 ,,
period1,sc01,t2641, 10 ,,
period1,sc01,t2642, 10 ,,
period1,sc01,t2643, 10 ,,
period1,sc01,t2644, 10 ,,
period1,sc01,t2645, 10 ,,
period1,sc01,t2646, 10 ,,
period1,sc01,t2647, 10 ,,
period1,sc01,t2648, 10 ,,
period1,sc01,t2649, 35 ,,
period1,sc01,t2650, 10 ,,
period1,sc01,t2651, 10 ,,
period1,sc01,t2652, 10 ,,
period1,sc01,t2653, 10 ,,
period1,sc01,t2654, 10 ,,
period1,sc01,t2655, 10 ,,
period1,sc01,t2656, 10 ,,
period1,sc01,t2657, 10 ,,
period1,sc01,t2658, 10 ,,
period1,sc01,t2659, 25 ,,
period1,sc01,t2660, 10 ,,
period1,sc01,t2661, 10 ,,
period1,sc01,t2662, 10 ,,
period1,sc01,t2663, 10 ,,
period1,sc01,t2664, 10 ,,
period1,sc01,t2665, 10 ,,
period1,sc01,t2666, 10 ,,
period1,sc01,t2667, 10 ,,
period1,sc01,t2668, 10 ,,
period1,sc01,t2669, 10 ,,
period1,sc01,t2670, 10 ,,
period1,sc01,t2671, 10 ,,
period1,sc01,t2672, 10 ,,
period1,sc01,t2673, 35 ,,
period1,sc01,t2674, 10 ,,
period1,sc01,t2675, 10 ,,
period1,sc01,t2676, 10 ,,
period1,sc01,t2677, 10 ,,
period1,sc01,t2678, 10 ,,
period1,sc01,t2679, 10 ,,
period1,sc01,t2680, 10 ,,
period1,sc01,t2681, 10 ,,
period1,sc01,t2682, 25 ,,
period1,sc01,t2683, 10 ,,
period1,sc01,t2684, 10 ,,
period1,sc01,t2685, 10 ,,
period1,sc01,t2686, 10 ,,
period1,sc01,t2687, 10 ,,
period1,sc01,t2688, 10 ,,
period1,sc01,t2689, 10 ,,
period1,sc01,t2690, 10 ,,
period1,sc01,t2691, 10 ,,
period1,sc01,t2692, 10 ,,
period1,sc01,t2693, 10 ,,
period1,sc01,t2694, 10 ,,
period1,sc01,t2695, 35 ,,
period1,sc01,t2696, 10 ,,
period1,sc01,t2697, 10 ,,
period1,sc01,t2698, 10 ,,
period1,sc01,t2699, 10 ,,
period1,sc01,t2700, 10 ,,
period1,sc01,t2701, 10 ,,
period1,sc01,t2702, 10 ,,
period1,sc01,t2703, 10 ,,
period1,sc01,t2704, 10 ,,
period1,sc01,t2705, 10 ,,
period1,sc01,t2706, 10 ,,
period1,sc01,t2707, 25 ,,
period1,sc01,t2708, 10 ,,
period1,sc01,t2709, 10 ,,
period1,sc01,t2710, 10 ,,
period1,sc01,t2711, 10 ,,
period1,sc01,t2712, 10 ,,
period1,sc01,t2713, 10 ,,
period1,sc01,t2714, 10 ,,
period1,sc01,t2715, 10 ,,
period1,sc01,t2716, 10 ,,
period1,sc01,t2717, 10 ,,
period1,sc01,t2718, 10 ,,
period1,sc01,t2719, 10 ,,
period1,sc01,t2720, 30 ,,
period1,sc01,t2721, 10 ,,
period1,sc01,t2722, 10 ,,
period1,sc01,t2723, 10 ,,
period1,sc01,t2724, 10 ,,
period1,sc01,t2725, 10 ,,
period1,sc01,t2726, 10 ,,
period1,sc01,t2727, 10 ,,
period1,sc01,t2728, 10 ,,
period1,sc01,t2729, 10 ,,
period1,sc01,t2730, 25 ,,
period1,sc01,t2731, 10 ,,
period1,sc01,t2732, 10 ,,
period1,sc01,t2733, 10 ,,
period1,sc01,t2734, 10 ,,
period1,sc01,t2735, 10 ,,
period1,sc01,t2736, 10 ,,
period1,sc01,t2737, 10 ,,
period1,sc01,t2738, 10 ,,
period1,sc01,t2739, 10 ,,
period1,sc01,t2740, 10 ,,
period1,sc01,t2741, 10 ,,
period1,sc01,t2742, 10 ,,
period1,sc01,t2743, 10 ,,
period1,sc01,t2744, 35 ,,
period1,sc01,t2745, 10 ,,
period1,sc01,t2746, 10 ,,
period1,sc01,t2747, 10 ,,
period1,sc01,t2748, 10 ,,
period1,sc01,t2749, 10 ,,
period1,sc01,t2750, 10 ,,
period1,sc01,t2751, 10 ,,
period1,sc01,t2752, 10 ,,
period1,sc01,t2753, 10 ,,
period1,sc01,t2754, 25 ,,
period1,sc01,t2755, 10 ,,
period1,sc01,t2756, 10 ,,
period1,sc01,t2757, 10 ,,
period1,sc01,t2758, 10 ,,
period1,sc01,t2759, 10 ,,
period1,sc01,t2760, 10 ,,
period1,sc01,t2761, 10 ,,
period1,sc01,t2762, 10 ,,
period1,sc01,t2763, 10 ,,
period1,sc01,t2764, 10 ,,
period1,sc01,t2765, 10 ,,
period1,sc01,t2766, 10 ,,
period1,sc01,t2767, 10 ,,
period1,sc01,t2768, 10 ,,
period1,sc01,t2769, 10 ,,
period1,sc01,t2770, 10 ,,
period1,sc01,t2771, 10 ,,
period1,sc01,t2772, 10 ,,
period1,sc01,t2773, 10 ,,
period1,sc01,t2774, 10 ,,
period1,sc01,t2775, 10 ,,
period1,sc01,t2776, 10 ,,
period1,sc01,t2777, 10 ,,
period1,sc01,t2778, 10 ,,
period1,sc01,t2779, 10 ,,
period1,sc01,t2780, 10 ,,
period1,sc01,t2781, 10 ,,
period1,sc01,t2782, 10 ,,
period1,sc01,t2783, 10 ,,
period1,sc01,t2784, 10 ,,
period1,sc01,t2785, 10 ,,
period1,sc01,t2786, 10 ,,
period1,sc01,t2787, 10 ,,
period1,sc01,t2788, 10 ,,
period1,sc01,t2789, 10 ,,
period1,sc01,t2790, 10 ,,
period1,sc01,t2791, 10 ,,
period1,sc01,t2792, 10 ,,
period1,sc01,t2793, 10 ,,
period1,sc01,t2794, 10 ,,
period1,sc01,t2795, 10 ,,
period1,sc01,t2796, 10 ,,
period1,sc01,t2797, 10 ,,
period1,sc01,t2798, 10 ,,
period1,sc01,t2799, 10 ,,
period1,sc01,t2800, 10 ,,
period1,sc01,t2801, 10 ,,
period1,sc01,t2802, 10 ,,
period1,sc01,t2803, 10 ,,
period1,sc01,t2804, 10 ,,
period1,sc01,t2805, 10 ,,
period1,sc01,t2806, 10 ,,
period1,sc01,t2807, 10 ,,
period1,sc01,t2808, 10 ,,
period1,sc01,t2809, 10 ,,
period1,sc01,t2810, 10 ,,
period1,sc01,t2811, 10 ,,
period1,sc01,t2812, 10 ,,
period1,sc01,t2813, 10 ,,
period1,sc01,t2814, 10 ,,
period1,sc01,t2815, 10 ,,
period1,sc01,t2816, 10 ,,
period1,sc01,t2817, 30 ,,
period1,sc01,t2818, 10 ,,
period1,sc01,t2819, 10 ,,
period1,sc01,t2820, 10 ,,
period1,sc01,t2821, 10 ,,
period1,sc01,t2822, 10 ,,
period1,sc01,t2823, 10 ,,
period1,sc01,t2824, 10 ,,
period1,sc01,t2825, 10 ,,
period1,sc01,t2826, 10 ,,
period1,sc01,t2827, 25 ,,
period1,sc01,t2828, 10 ,,
period1,sc01,t2829, 10 ,,
period1,sc01,t2830, 10 ,,
period1,sc01,t2831, 10 ,,
period1,sc01,t2832, 10 ,,
period1,sc01,t2833, 10 ,,
period1,sc01,t2834, 10 ,,
period1,sc01,t2835, 10 ,,
period1,sc01,t2836, 10 ,,
period1,sc01,t2837, 10 ,,
period1,sc01,t2838, 10 ,,
period1,sc01,t2839, 10 ,,
period1,sc01,t2840, 30 ,,
period1,sc01,t2841, 10 ,,
period1,sc01,t2842, 10 ,,
period1,sc01,t2843, 10 ,,
period1,sc01,t2844, 10 ,,
period1,sc01,t2845, 10 ,,
period1,sc01,t2846, 10 ,,
period1,sc01,t2847, 10 ,,
period1,sc01,t2848, 10 ,,
period1,sc01,t2849, 10 ,,
period1,sc01,t2850, 25 ,,
period1,sc01,t2851, 10 ,,
period1,sc01,t2852, 10 ,,
period1,sc01,t2853, 10 ,,
period1,sc01,t2854, 10 ,,
period1,sc01,t2855, 10 ,,
period1,sc01,t2856, 10 ,,
period1,sc01,t2857, 10 ,,
period1,sc01,t2858, 10 ,,
period1,sc01,t2859, 10 ,,
period1,sc01,t2860, 10 ,,
period1,sc01,t2861, 10 ,,
period1,sc01,t2862, 10 ,,
period1,sc01,t2863, 10 ,,
period1,sc01,t2864, 10 ,,
period1,sc01,t2865, 30 ,,
period1,sc01,t2866, 10 ,,
period1,sc01,t2867, 10 ,,
period1,sc01,t2868, 10 ,,
period1,sc01,t2869, 10 ,,
period1,sc01,t2870, 10 ,,
period1,sc01,t2871, 10 ,,
period1,sc01,t2872, 10 ,,
period1,sc01,t2873, 10 ,,
period1,sc01,t2874, 25 ,,
period1,sc01,t2875, 10 ,,
period1,sc01,t2876, 10 ,,
period1,sc01,t2877, 10 ,,
period1,sc01,t2878, 10 ,,
period1,sc01,t2879, 10 ,,
period1,sc01,t2880, 10 ,,
period1,sc01,t2881, 10 ,,
period1,sc01,t2882, 10 ,,
period1,sc01,t2883, 10 ,,
period1,sc01,t2884, 10 ,,
period1,sc01,t2885, 10 ,,
period1,sc01,t2886, 10 ,,
period1,sc01,t2887, 30 ,,
period1,sc01,t2888, 10 ,,
period1,sc01,t2889, 10 ,,
period1,sc01,t2890, 10 ,,
period1,sc01,t2891, 10 ,,
period1,sc01,t2892, 10 ,,
period1,sc01,t2893, 10 ,,
period1,sc01,t2894, 10 ,,
