,,,EV_01,AEL_01,PEMEL_01
period1,sc01,t1660, 0 ,,
period1,sc01,t1661, 0 ,,
period1,sc01,t1662, 0 ,,
period1,sc01,t1663, 3.4520260485 ,,
period1,sc01,t1664, 3.4520260485 ,,
period1,sc01,t1665, 3.4520260485 ,,
period1,sc01,t1666, 3.4520260485 ,,
period1,sc01,t1667, 3.4520260485 ,,
period1,sc01,t1668, 3.4520260485 ,,
period1,sc01,t1669, 3.4520260485 ,,
period1,sc01,t1670, 3.4520260485 ,,
period1,sc01,t1671, 0 ,,
period1,sc01,t1672, 0 ,,
period1,sc01,t1673, 0 ,,
period1,sc01,t1674, 0 ,,
period1,sc01,t1675, 0 ,,
period1,sc01,t1676, 0 ,,
period1,sc01,t1677, 0 ,,
period1,sc01,t1678, 0 ,,
period1,sc01,t1679, 0 ,,
period1,sc01,t1680, 0 ,,
period1,sc01,t1681, 0 ,,
period1,sc01,t1682, 0 ,,
period1,sc01,t1683, 0 ,,
period1,sc01,t1684, 0 ,,
period1,sc01,t1685, 0 ,,
period1,sc01,t1686, 0 ,,
period1,sc01,t1687, 0 ,,
period1,sc01,t1688, 0.7815412365 ,,
period1,sc01,t1689, 0.7815412365 ,,
period1,sc01,t1690, 0.7815412365 ,,
period1,sc01,t1691, 0.7815412365 ,,
period1,sc01,t1692, 0.7815412365 ,,
period1,sc01,t1693, 0.7815412365 ,,
period1,sc01,t1694, 0.7815412365 ,,
period1,sc01,t1695, 0.7815412365 ,,
period1,sc01,t1696, 0.7815412365 ,,
period1,sc01,t1697, 0.7815412365 ,,
period1,sc01,t1698, 0 ,,
period1,sc01,t1699, 0 ,,
period1,sc01,t1700, 0 ,,
period1,sc01,t1701, 0 ,,
period1,sc01,t1702, 0 ,,
period1,sc01,t1703, 0 ,,
period1,sc01,t1704, 0 ,,
period1,sc01,t1705, 0 ,,
period1,sc01,t1706, 0 ,,
period1,sc01,t1707, 0 ,,
period1,sc01,t1708, 0 ,,
period1,sc01,t1709, 0 ,,
period1,sc01,t1710, 0 ,,
period1,sc01,t1711, 0 ,,
period1,sc01,t1712, 0.6391602435 ,,
period1,sc01,t1713, 0.6391602435 ,,
period1,sc01,t1714, 0.6391602435 ,,
period1,sc01,t1715, 0.6391602435 ,,
period1,sc01,t1716, 0.6391602435 ,,
period1,sc01,t1717, 0.6391602435 ,,
period1,sc01,t1718, 0.6391602435 ,,
period1,sc01,t1719, 0.6391602435 ,,
period1,sc01,t1720, 0.6391602435 ,,
period1,sc01,t1721, 0 ,,
period1,sc01,t1722, 0 ,,
period1,sc01,t1723, 0 ,,
period1,sc01,t1724, 0 ,,
period1,sc01,t1725, 0 ,,
period1,sc01,t1726, 0 ,,
period1,sc01,t1727, 0 ,,
period1,sc01,t1728, 0 ,,
period1,sc01,t1729, 0 ,,
period1,sc01,t1730, 0 ,,
period1,sc01,t1731, 0 ,,
period1,sc01,t1732, 0 ,,
period1,sc01,t1733, 0 ,,
period1,sc01,t1734, 0 ,,
period1,sc01,t1735, 0 ,,
period1,sc01,t1736, 0 ,,
period1,sc01,t1737, 2.717584047 ,,
period1,sc01,t1738, 2.717584047 ,,
period1,sc01,t1739, 2.717584047 ,,
period1,sc01,t1740, 2.717584047 ,,
period1,sc01,t1741, 2.717584047 ,,
period1,sc01,t1742, 2.717584047 ,,
period1,sc01,t1743, 2.717584047 ,,
period1,sc01,t1744, 2.717584047 ,,
period1,sc01,t1745, 0 ,,
period1,sc01,t1746, 0 ,,
period1,sc01,t1747, 0 ,,
period1,sc01,t1748, 0 ,,
period1,sc01,t1749, 0 ,,
period1,sc01,t1750, 0 ,,
period1,sc01,t1751, 0 ,,
period1,sc01,t1752, 0 ,,
period1,sc01,t1753, 0 ,,
period1,sc01,t1754, 0 ,,
period1,sc01,t1755, 0 ,,
period1,sc01,t1756, 0 ,,
period1,sc01,t1757, 0 ,,
period1,sc01,t1758, 0.9550909455 ,,
period1,sc01,t1759, 0.9550909455 ,,
period1,sc01,t1760, 0.9550909455 ,,
period1,sc01,t1761, 0.9550909455 ,,
period1,sc01,t1762, 0.9550909455 ,,
period1,sc01,t1763, 0.9550909455 ,,
period1,sc01,t1764, 0.9550909455 ,,
period1,sc01,t1765, 0.9550909455 ,,
period1,sc01,t1766, 0.9550909455 ,,
period1,sc01,t1767, 0.9550909455 ,,
period1,sc01,t1768, 0.9550909455 ,,
period1,sc01,t1769, 0 ,,
period1,sc01,t1770, 0 ,,
period1,sc01,t1771, 0 ,,
period1,sc01,t1772, 0 ,,
period1,sc01,t1773, 0 ,,
period1,sc01,t1774, 0 ,,
period1,sc01,t1775, 0 ,,
period1,sc01,t1776, 0 ,,
period1,sc01,t1777, 0 ,,
period1,sc01,t1778, 0 ,,
period1,sc01,t1779, 0 ,,
period1,sc01,t1780, 0 ,,
period1,sc01,t1781, 0 ,,
period1,sc01,t1782, 0 ,,
period1,sc01,t1783, 0 ,,
period1,sc01,t1784, 0 ,,
period1,sc01,t1785, 0 ,,
period1,sc01,t1786, 0.741446079 ,,
period1,sc01,t1787, 0.741446079 ,,
period1,sc01,t1788, 0.741446079 ,,
period1,sc01,t1789, 0.741446079 ,,
period1,sc01,t1790, 0.741446079 ,,
period1,sc01,t1791, 0.741446079 ,,
period1,sc01,t1792, 0.741446079 ,,
period1,sc01,t1793, 0 ,,
period1,sc01,t1794, 0 ,,
period1,sc01,t1795, 0 ,,
period1,sc01,t1796, 0 ,,
period1,sc01,t1797, 0 ,,
period1,sc01,t1798, 0 ,,
period1,sc01,t1799, 0 ,,
period1,sc01,t1800, 0 ,,
period1,sc01,t1801, 0 ,,
period1,sc01,t1802, 0 ,,
period1,sc01,t1803, 0 ,,
period1,sc01,t1804, 0 ,,
period1,sc01,t1805, 0 ,,
period1,sc01,t1806, 0 ,,
period1,sc01,t1807, 0 ,,
period1,sc01,t1808, 0.463799508 ,,
period1,sc01,t1809, 0.463799508 ,,
period1,sc01,t1810, 0.463799508 ,,
period1,sc01,t1811, 0.463799508 ,,
period1,sc01,t1812, 0.463799508 ,,
period1,sc01,t1813, 0.463799508 ,,
period1,sc01,t1814, 0.463799508 ,,
period1,sc01,t1815, 0.463799508 ,,
period1,sc01,t1816, 0.463799508 ,,
period1,sc01,t1817, 0.463799508 ,,
period1,sc01,t1818, 0 ,,
period1,sc01,t1819, 0 ,,
period1,sc01,t1820, 0 ,,
period1,sc01,t1821, 0 ,,
period1,sc01,t1822, 0 ,,
period1,sc01,t1823, 0 ,,
period1,sc01,t1824, 0 ,,
period1,sc01,t1825, 0 ,,
period1,sc01,t1826, 0 ,,
period1,sc01,t1827, 0 ,,
period1,sc01,t1828, 0 ,,
period1,sc01,t1829, 0 ,,
period1,sc01,t1830, 0 ,,
period1,sc01,t1831, 0 ,,
period1,sc01,t1832, 0.6801417195 ,,
period1,sc01,t1833, 0.6801417195 ,,
period1,sc01,t1834, 0.6801417195 ,,
period1,sc01,t1835, 0.6801417195 ,,
period1,sc01,t1836, 0.6801417195 ,,
period1,sc01,t1837, 0.6801417195 ,,
period1,sc01,t1838, 0.6801417195 ,,
period1,sc01,t1839, 0.6801417195 ,,
period1,sc01,t1840, 0.6801417195 ,,
period1,sc01,t1841, 0.6801417195 ,,
period1,sc01,t1842, 0.6801417195 ,,
period1,sc01,t1843, 0 ,,
period1,sc01,t1844, 0 ,,
period1,sc01,t1845, 0 ,,
period1,sc01,t1846, 0 ,,
period1,sc01,t1847, 0 ,,
period1,sc01,t1848, 0 ,,
period1,sc01,t1849, 0 ,,
period1,sc01,t1850, 0 ,,
period1,sc01,t1851, 0 ,,
period1,sc01,t1852, 0 ,,
period1,sc01,t1853, 0 ,,
period1,sc01,t1854, 0 ,,
period1,sc01,t1855, 0 ,,
period1,sc01,t1856, 0 ,,
period1,sc01,t1857, 2.4675585315 ,,
period1,sc01,t1858, 2.4675585315 ,,
period1,sc01,t1859, 2.4675585315 ,,
period1,sc01,t1860, 2.4675585315 ,,
period1,sc01,t1861, 2.4675585315 ,,
period1,sc01,t1862, 2.4675585315 ,,
period1,sc01,t1863, 2.4675585315 ,,
period1,sc01,t1864, 2.4675585315 ,,
period1,sc01,t1865, 0 ,,
period1,sc01,t1866, 0 ,,
period1,sc01,t1867, 0 ,,
period1,sc01,t1868, 0 ,,
period1,sc01,t1869, 0 ,,
period1,sc01,t1870, 0 ,,
period1,sc01,t1871, 0 ,,
period1,sc01,t1872, 0 ,,
period1,sc01,t1873, 0 ,,
period1,sc01,t1874, 0 ,,
period1,sc01,t1875, 0 ,,
period1,sc01,t1876, 0 ,,
period1,sc01,t1877, 0 ,,
period1,sc01,t1878, 0 ,,
period1,sc01,t1879, 0 ,,
period1,sc01,t1880, 0 ,,
period1,sc01,t1881, 0.576694089 ,,
period1,sc01,t1882, 0.576694089 ,,
period1,sc01,t1883, 0.576694089 ,,
period1,sc01,t1884, 0.576694089 ,,
period1,sc01,t1885, 0.576694089 ,,
period1,sc01,t1886, 0.576694089 ,,
period1,sc01,t1887, 0.576694089 ,,
period1,sc01,t1888, 0 ,,
period1,sc01,t1889, 0 ,,
period1,sc01,t1890, 0 ,,
period1,sc01,t1891, 0 ,,
period1,sc01,t1892, 0 ,,
period1,sc01,t1893, 0 ,,
period1,sc01,t1894, 0 ,,
period1,sc01,t1895, 0 ,,
period1,sc01,t1896, 0 ,,
period1,sc01,t1897, 0 ,,
period1,sc01,t1898, 0 ,,
period1,sc01,t1899, 0 ,,
period1,sc01,t1900, 0 ,,
period1,sc01,t1901, 0 ,,
period1,sc01,t1902, 0 ,,
period1,sc01,t1903, 0 ,,
period1,sc01,t1904, 0.329285658 ,,
period1,sc01,t1905, 0.329285658 ,,
period1,sc01,t1906, 0.329285658 ,,
period1,sc01,t1907, 0.329285658 ,,
period1,sc01,t1908, 0.329285658 ,,
period1,sc01,t1909, 0.329285658 ,,
period1,sc01,t1910, 0.329285658 ,,
period1,sc01,t1911, 0.329285658 ,,
period1,sc01,t1912, 0.329285658 ,,
period1,sc01,t1913, 0 ,,
period1,sc01,t1914, 0 ,,
period1,sc01,t1915, 0 ,,
period1,sc01,t1916, 0 ,,
period1,sc01,t1917, 0 ,,
period1,sc01,t1918, 0 ,,
period1,sc01,t1919, 0 ,,
period1,sc01,t1920, 0 ,,
period1,sc01,t1921, 0 ,,
period1,sc01,t1922, 0 ,,
period1,sc01,t1923, 0 ,,
period1,sc01,t1924, 0 ,,
period1,sc01,t1925, 0 ,,
period1,sc01,t1926, 0 ,,
period1,sc01,t1927, 0 ,,
period1,sc01,t1928, 1.436390073 ,,
period1,sc01,t1929, 1.436390073 ,,
period1,sc01,t1930, 1.436390073 ,,
period1,sc01,t1931, 1.436390073 ,,
period1,sc01,t1932, 1.436390073 ,,
period1,sc01,t1933, 1.436390073 ,,
period1,sc01,t1934, 1.436390073 ,,
period1,sc01,t1935, 1.436390073 ,,
period1,sc01,t1936, 1.436390073 ,,
period1,sc01,t1937, 1.436390073 ,,
period1,sc01,t1938, 0 ,,
period1,sc01,t1939, 0 ,,
period1,sc01,t1940, 0 ,,
period1,sc01,t1941, 0 ,,
period1,sc01,t1942, 0 ,,
period1,sc01,t1943, 0 ,,
period1,sc01,t1944, 0 ,,
period1,sc01,t1945, 0 ,,
period1,sc01,t1946, 0 ,,
period1,sc01,t1947, 0 ,,
period1,sc01,t1948, 0 ,,
period1,sc01,t1949, 0 ,,
period1,sc01,t1950, 0 ,,
period1,sc01,t1951, 0 ,,
period1,sc01,t1952, 0 ,,
period1,sc01,t1953, 0.958587765 ,,
period1,sc01,t1954, 0.958587765 ,,
period1,sc01,t1955, 0.958587765 ,,
period1,sc01,t1956, 0.958587765 ,,
period1,sc01,t1957, 0.958587765 ,,
period1,sc01,t1958, 0.958587765 ,,
period1,sc01,t1959, 0.958587765 ,,
period1,sc01,t1960, 0.958587765 ,,
period1,sc01,t1961, 0 ,,
period1,sc01,t1962, 0 ,,
period1,sc01,t1963, 0 ,,
period1,sc01,t1964, 0 ,,
period1,sc01,t1965, 0 ,,
period1,sc01,t1966, 0 ,,
period1,sc01,t1967, 0 ,,
period1,sc01,t1968, 0 ,,
period1,sc01,t1969, 0 ,,
period1,sc01,t1970, 0 ,,
period1,sc01,t1971, 0 ,,
period1,sc01,t1972, 0 ,,
period1,sc01,t1973, 0 ,,
period1,sc01,t1974, 0 ,,
period1,sc01,t1975, 0 ,,
period1,sc01,t1976, 0.811045287 ,,
period1,sc01,t1977, 0.811045287 ,,
period1,sc01,t1978, 0.811045287 ,,
period1,sc01,t1979, 0.811045287 ,,
period1,sc01,t1980, 0.811045287 ,,
period1,sc01,t1981, 0.811045287 ,,
period1,sc01,t1982, 0.811045287 ,,
period1,sc01,t1983, 0.811045287 ,,
period1,sc01,t1984, 0.811045287 ,,
period1,sc01,t1985, 0.811045287 ,,
period1,sc01,t1986, 0 ,,
period1,sc01,t1987, 0 ,,
period1,sc01,t1988, 0 ,,
period1,sc01,t1989, 0 ,,
period1,sc01,t1990, 0 ,,
period1,sc01,t1991, 0 ,,
period1,sc01,t1992, 0 ,,
period1,sc01,t1993, 0 ,,
period1,sc01,t1994, 0 ,,
period1,sc01,t1995, 0 ,,
period1,sc01,t1996, 0 ,,
period1,sc01,t1997, 0 ,,
period1,sc01,t1998, 0 ,,
period1,sc01,t1999, 0.9610798245 ,,
period1,sc01,t2000, 0.9610798245 ,,
period1,sc01,t2001, 0.9610798245 ,,
period1,sc01,t2002, 0.9610798245 ,,
period1,sc01,t2003, 0.9610798245 ,,
period1,sc01,t2004, 0.9610798245 ,,
period1,sc01,t2005, 0.9610798245 ,,
period1,sc01,t2006, 0.9610798245 ,,
period1,sc01,t2007, 0.9610798245 ,,
period1,sc01,t2008, 0.9610798245 ,,
period1,sc01,t2009, 0 ,,
period1,sc01,t2010, 0 ,,
period1,sc01,t2011, 0 ,,
period1,sc01,t2012, 0 ,,
period1,sc01,t2013, 0 ,,
period1,sc01,t2014, 0 ,,
period1,sc01,t2015, 0 ,,
period1,sc01,t2016, 0 ,,
period1,sc01,t2017, 0 ,,
period1,sc01,t2018, 0 ,,
period1,sc01,t2019, 0 ,,
period1,sc01,t2020, 0 ,,
period1,sc01,t2021, 0 ,,
period1,sc01,t2022, 0 ,,
period1,sc01,t2023, 0 ,,
period1,sc01,t2024, 0 ,,
period1,sc01,t2025, 2.2942708305 ,,
period1,sc01,t2026, 2.2942708305 ,,
period1,sc01,t2027, 2.2942708305 ,,
period1,sc01,t2028, 2.2942708305 ,,
period1,sc01,t2029, 2.2942708305 ,,
period1,sc01,t2030, 2.2942708305 ,,
period1,sc01,t2031, 2.2942708305 ,,
period1,sc01,t2032, 2.2942708305 ,,
period1,sc01,t2033, 0 ,,
period1,sc01,t2034, 0 ,,
period1,sc01,t2035, 0 ,,
period1,sc01,t2036, 0 ,,
period1,sc01,t2037, 0 ,,
period1,sc01,t2038, 0 ,,
period1,sc01,t2039, 0 ,,
period1,sc01,t2040, 0 ,,
period1,sc01,t2041, 0 ,,
period1,sc01,t2042, 0 ,,
period1,sc01,t2043, 0 ,,
period1,sc01,t2044, 0 ,,
period1,sc01,t2045, 0 ,,
period1,sc01,t2046, 0 ,,
period1,sc01,t2047, 0 ,,
period1,sc01,t2048, 1.5582893835 ,,
period1,sc01,t2049, 1.5582893835 ,,
period1,sc01,t2050, 1.5582893835 ,,
period1,sc01,t2051, 1.5582893835 ,,
period1,sc01,t2052, 1.5582893835 ,,
period1,sc01,t2053, 1.5582893835 ,,
period1,sc01,t2054, 1.5582893835 ,,
period1,sc01,t2055, 1.5582893835 ,,
period1,sc01,t2056, 1.5582893835 ,,
period1,sc01,t2057, 1.5582893835 ,,
period1,sc01,t2058, 1.5582893835 ,,
period1,sc01,t2059, 0 ,,
period1,sc01,t2060, 0 ,,
period1,sc01,t2061, 0 ,,
period1,sc01,t2062, 0 ,,
period1,sc01,t2063, 0 ,,
period1,sc01,t2064, 0 ,,
period1,sc01,t2065, 0 ,,
period1,sc01,t2066, 0 ,,
period1,sc01,t2067, 0 ,,
period1,sc01,t2068, 0 ,,
period1,sc01,t2069, 0 ,,
period1,sc01,t2070, 0 ,,
period1,sc01,t2071, 0 ,,
period1,sc01,t2072, 0 ,,
period1,sc01,t2073, 1.31357481 ,,
period1,sc01,t2074, 1.31357481 ,,
period1,sc01,t2075, 1.31357481 ,,
period1,sc01,t2076, 1.31357481 ,,
period1,sc01,t2077, 1.31357481 ,,
period1,sc01,t2078, 1.31357481 ,,
period1,sc01,t2079, 0 ,,
period1,sc01,t2080, 0 ,,
period1,sc01,t2081, 0 ,,
period1,sc01,t2082, 0 ,,
period1,sc01,t2083, 0 ,,
period1,sc01,t2084, 0 ,,
period1,sc01,t2085, 0 ,,
period1,sc01,t2086, 0 ,,
period1,sc01,t2087, 0 ,,
period1,sc01,t2088, 0 ,,
period1,sc01,t2089, 0 ,,
period1,sc01,t2090, 0 ,,
period1,sc01,t2091, 0 ,,
period1,sc01,t2092, 0 ,,
period1,sc01,t2093, 0 ,,
period1,sc01,t2094, 0 ,,
period1,sc01,t2095, 0 ,,
period1,sc01,t2096, 0 ,,
period1,sc01,t2097, 0 ,,
period1,sc01,t2098, 0 ,,
period1,sc01,t2099, 1.428156918 ,,
period1,sc01,t2100, 1.428156918 ,,
period1,sc01,t2101, 1.428156918 ,,
period1,sc01,t2102, 1.428156918 ,,
period1,sc01,t2103, 1.428156918 ,,
period1,sc01,t2104, 1.428156918 ,,
period1,sc01,t2105, 0 ,,
period1,sc01,t2106, 0 ,,
period1,sc01,t2107, 0 ,,
period1,sc01,t2108, 0 ,,
period1,sc01,t2109, 0 ,,
period1,sc01,t2110, 0 ,,
period1,sc01,t2111, 0 ,,
period1,sc01,t2112, 0 ,,
period1,sc01,t2113, 0 ,,
period1,sc01,t2114, 0 ,,
period1,sc01,t2115, 0 ,,
period1,sc01,t2116, 0 ,,
period1,sc01,t2117, 0 ,,
period1,sc01,t2118, 0 ,,
period1,sc01,t2119, 0 ,,
period1,sc01,t2120, 0 ,,
period1,sc01,t2121, 0 ,,
period1,sc01,t2122, 3.1572873105 ,,
period1,sc01,t2123, 3.1572873105 ,,
period1,sc01,t2124, 3.1572873105 ,,
period1,sc01,t2125, 3.1572873105 ,,
period1,sc01,t2126, 3.1572873105 ,,
period1,sc01,t2127, 3.1572873105 ,,
period1,sc01,t2128, 3.1572873105 ,,
period1,sc01,t2129, 3.1572873105 ,,
period1,sc01,t2130, 0 ,,
period1,sc01,t2131, 0 ,,
period1,sc01,t2132, 0 ,,
period1,sc01,t2133, 0 ,,
period1,sc01,t2134, 0 ,,
period1,sc01,t2135, 0 ,,
period1,sc01,t2136, 0 ,,
period1,sc01,t2137, 0 ,,
period1,sc01,t2138, 0 ,,
period1,sc01,t2139, 0 ,,
period1,sc01,t2140, 0 ,,
period1,sc01,t2141, 0 ,,
period1,sc01,t2142, 0 ,,
period1,sc01,t2143, 0 ,,
period1,sc01,t2144, 0 ,,
period1,sc01,t2145, 2.875087995 ,,
period1,sc01,t2146, 2.875087995 ,,
period1,sc01,t2147, 2.875087995 ,,
period1,sc01,t2148, 2.875087995 ,,
period1,sc01,t2149, 2.875087995 ,,
period1,sc01,t2150, 2.875087995 ,,
period1,sc01,t2151, 2.875087995 ,,
period1,sc01,t2152, 2.875087995 ,,
period1,sc01,t2153, 0 ,,
period1,sc01,t2154, 0 ,,
period1,sc01,t2155, 0 ,,
period1,sc01,t2156, 0 ,,
period1,sc01,t2157, 0 ,,
period1,sc01,t2158, 0 ,,
period1,sc01,t2159, 0 ,,
period1,sc01,t2160, 0 ,,
period1,sc01,t2161, 0 ,,
period1,sc01,t2162, 0 ,,
period1,sc01,t2163, 0 ,,
period1,sc01,t2164, 0 ,,
period1,sc01,t2165, 0 ,,
period1,sc01,t2166, 0 ,,
period1,sc01,t2167, 0 ,,
period1,sc01,t2168, 0 ,,
period1,sc01,t2169, 0 ,,
period1,sc01,t2170, 1.183382694 ,,
period1,sc01,t2171, 1.183382694 ,,
period1,sc01,t2172, 1.183382694 ,,
period1,sc01,t2173, 1.183382694 ,,
period1,sc01,t2174, 1.183382694 ,,
period1,sc01,t2175, 1.183382694 ,,
period1,sc01,t2176, 1.183382694 ,,
period1,sc01,t2177, 0 ,,
period1,sc01,t2178, 0 ,,
period1,sc01,t2179, 0 ,,
period1,sc01,t2180, 0 ,,
period1,sc01,t2181, 0 ,,
period1,sc01,t2182, 0 ,,
period1,sc01,t2183, 0 ,,
period1,sc01,t2184, 0 ,,
period1,sc01,t2185, 0 ,,
period1,sc01,t2186, 0 ,,
period1,sc01,t2187, 0 ,,
period1,sc01,t2188, 0 ,,
period1,sc01,t2189, 0 ,,
period1,sc01,t2190, 0 ,,
period1,sc01,t2191, 0 ,,
period1,sc01,t2192, 0 ,,
period1,sc01,t2193, 0.570123912 ,,
period1,sc01,t2194, 0.570123912 ,,
period1,sc01,t2195, 0.570123912 ,,
period1,sc01,t2196, 0.570123912 ,,
period1,sc01,t2197, 0.570123912 ,,
period1,sc01,t2198, 0.570123912 ,,
period1,sc01,t2199, 0.570123912 ,,
period1,sc01,t2200, 0.570123912 ,,
period1,sc01,t2201, 0 ,,
period1,sc01,t2202, 0 ,,
period1,sc01,t2203, 0 ,,
period1,sc01,t2204, 0 ,,
period1,sc01,t2205, 0 ,,
period1,sc01,t2206, 0 ,,
period1,sc01,t2207, 0 ,,
period1,sc01,t2208, 0 ,,
period1,sc01,t2209, 0 ,,
period1,sc01,t2210, 0 ,,
period1,sc01,t2211, 0 ,,
period1,sc01,t2212, 0 ,,
period1,sc01,t2213, 0 ,,
period1,sc01,t2214, 0 ,,
period1,sc01,t2215, 0 ,,
period1,sc01,t2216, 0 ,,
period1,sc01,t2217, 1.384263696 ,,
period1,sc01,t2218, 1.384263696 ,,
period1,sc01,t2219, 1.384263696 ,,
period1,sc01,t2220, 1.384263696 ,,
period1,sc01,t2221, 1.384263696 ,,
period1,sc01,t2222, 1.384263696 ,,
period1,sc01,t2223, 1.384263696 ,,
period1,sc01,t2224, 1.384263696 ,,
period1,sc01,t2225, 0 ,,
period1,sc01,t2226, 0 ,,
period1,sc01,t2227, 0 ,,
period1,sc01,t2228, 0 ,,
period1,sc01,t2229, 0 ,,
period1,sc01,t2230, 0 ,,
period1,sc01,t2231, 0 ,,
period1,sc01,t2232, 0 ,,
period1,sc01,t2233, 0 ,,
period1,sc01,t2234, 0 ,,
period1,sc01,t2235, 0 ,,
period1,sc01,t2236, 0 ,,
period1,sc01,t2237, 0 ,,
period1,sc01,t2238, 0 ,,
period1,sc01,t2239, 0 ,,
period1,sc01,t2240, 0 ,,
period1,sc01,t2241, 0 ,,
period1,sc01,t2242, 0.903734565 ,,
period1,sc01,t2243, 0.903734565 ,,
period1,sc01,t2244, 0.903734565 ,,
period1,sc01,t2245, 0.903734565 ,,
period1,sc01,t2246, 0.903734565 ,,
period1,sc01,t2247, 0.903734565 ,,
period1,sc01,t2248, 0.903734565 ,,
period1,sc01,t2249, 0.903734565 ,,
period1,sc01,t2250, 0 ,,
period1,sc01,t2251, 0 ,,
period1,sc01,t2252, 0 ,,
period1,sc01,t2253, 0 ,,
period1,sc01,t2254, 0 ,,
period1,sc01,t2255, 0 ,,
period1,sc01,t2256, 0 ,,
period1,sc01,t2257, 0 ,,
period1,sc01,t2258, 0 ,,
period1,sc01,t2259, 0 ,,
period1,sc01,t2260, 0 ,,
period1,sc01,t2261, 0 ,,
period1,sc01,t2262, 0 ,,
period1,sc01,t2263, 0 ,,
period1,sc01,t2264, 0.733560399 ,,
period1,sc01,t2265, 0.733560399 ,,
period1,sc01,t2266, 0.733560399 ,,
period1,sc01,t2267, 0.733560399 ,,
period1,sc01,t2268, 0.733560399 ,,
period1,sc01,t2269, 0.733560399 ,,
period1,sc01,t2270, 0.733560399 ,,
period1,sc01,t2271, 0.733560399 ,,
period1,sc01,t2272, 0.733560399 ,,
period1,sc01,t2273, 0 ,,
period1,sc01,t2274, 0 ,,
period1,sc01,t2275, 0 ,,
period1,sc01,t2276, 0 ,,
period1,sc01,t2277, 0 ,,
period1,sc01,t2278, 0 ,,
period1,sc01,t2279, 0 ,,
period1,sc01,t2280, 0 ,,
period1,sc01,t2281, 0 ,,
period1,sc01,t2282, 0 ,,
period1,sc01,t2283, 0 ,,
period1,sc01,t2284, 0 ,,
period1,sc01,t2285, 0 ,,
period1,sc01,t2286, 0 ,,
period1,sc01,t2287, 0 ,,
period1,sc01,t2288, 0 ,,
period1,sc01,t2289, 0 ,,
period1,sc01,t2290, 2.539687887 ,,
period1,sc01,t2291, 2.539687887 ,,
period1,sc01,t2292, 2.539687887 ,,
period1,sc01,t2293, 2.539687887 ,,
period1,sc01,t2294, 2.539687887 ,,
period1,sc01,t2295, 2.539687887 ,,
period1,sc01,t2296, 2.539687887 ,,
period1,sc01,t2297, 0 ,,
period1,sc01,t2298, 0 ,,
period1,sc01,t2299, 0 ,,
period1,sc01,t2300, 0 ,,
period1,sc01,t2301, 0 ,,
period1,sc01,t2302, 0 ,,
period1,sc01,t2303, 0 ,,
period1,sc01,t2304, 0 ,,
period1,sc01,t2305, 0 ,,
period1,sc01,t2306, 0 ,,
period1,sc01,t2307, 0 ,,
period1,sc01,t2308, 0 ,,
period1,sc01,t2309, 0 ,,
period1,sc01,t2310, 0 ,,
period1,sc01,t2311, 0 ,,
period1,sc01,t2312, 0 ,,
period1,sc01,t2313, 0 ,,
period1,sc01,t2314, 0.8858068785 ,,
period1,sc01,t2315, 0.8858068785 ,,
period1,sc01,t2316, 0.8858068785 ,,
period1,sc01,t2317, 0.8858068785 ,,
period1,sc01,t2318, 0.8858068785 ,,
period1,sc01,t2319, 0.8858068785 ,,
period1,sc01,t2320, 0.8858068785 ,,
period1,sc01,t2321, 0 ,,
period1,sc01,t2322, 0 ,,
period1,sc01,t2323, 0 ,,
period1,sc01,t2324, 0 ,,
period1,sc01,t2325, 0 ,,
period1,sc01,t2326, 0 ,,
period1,sc01,t2327, 0 ,,
period1,sc01,t2328, 0 ,,
period1,sc01,t2329, 0 ,,
period1,sc01,t2330, 0 ,,
period1,sc01,t2331, 0 ,,
period1,sc01,t2332, 0 ,,
period1,sc01,t2333, 0 ,,
period1,sc01,t2334, 0 ,,
period1,sc01,t2335, 0 ,,
period1,sc01,t2336, 0 ,,
period1,sc01,t2337, 1.321753782 ,,
period1,sc01,t2338, 1.321753782 ,,
period1,sc01,t2339, 1.321753782 ,,
period1,sc01,t2340, 1.321753782 ,,
period1,sc01,t2341, 1.321753782 ,,
period1,sc01,t2342, 1.321753782 ,,
period1,sc01,t2343, 1.321753782 ,,
period1,sc01,t2344, 1.321753782 ,,
period1,sc01,t2345, 1.321753782 ,,
period1,sc01,t2346, 0 ,,
period1,sc01,t2347, 0 ,,
period1,sc01,t2348, 0 ,,
period1,sc01,t2349, 0 ,,
period1,sc01,t2350, 0 ,,
period1,sc01,t2351, 0 ,,
period1,sc01,t2352, 0 ,,
period1,sc01,t2353, 0 ,,
period1,sc01,t2354, 0 ,,
period1,sc01,t2355, 0 ,,
period1,sc01,t2356, 0 ,,
period1,sc01,t2357, 0 ,,
period1,sc01,t2358, 0 ,,
period1,sc01,t2359, 0 ,,
period1,sc01,t2360, 0.9119290365 ,,
period1,sc01,t2361, 0.9119290365 ,,
period1,sc01,t2362, 0.9119290365 ,,
period1,sc01,t2363, 0.9119290365 ,,
period1,sc01,t2364, 0.9119290365 ,,
period1,sc01,t2365, 0.9119290365 ,,
period1,sc01,t2366, 0.9119290365 ,,
period1,sc01,t2367, 0.9119290365 ,,
period1,sc01,t2368, 0.9119290365 ,,
period1,sc01,t2369, 0 ,,
period1,sc01,t2370, 0 ,,
period1,sc01,t2371, 0 ,,
period1,sc01,t2372, 0 ,,
